root103,12345103,庞邦,男,360502198610286930
root104,12345104,万海信,男,13102219850408205X
root105,12345105,逄泽,男,131000196402176007
root106,12345106,雍辰,男,654321196408165651
root107,12345107,沃飘惠,女,320830196312184982
root108,12345108,孙雄,男,430624198706134124
root109,12345109,宫莺妹,女,513222197506251805
root110,12345110,利莲,女,451228196404220923
root111,12345111,鱼裕友,男,361130196003159943
root112,12345112,高启兴,男,430521195402085724
root113,12345113,官飘,女,620982195009123130
root114,12345114,季晓姬,女,210112199604171195
root115,12345115,夏秀瑗,女,321183197711102542
root116,12345116,乜冠,男,371426196612083538
root117,12345117,鲍兴昌,男,210111197201280666
root118,12345118,邢鹏,男,141182197610306917
root119,12345119,巫蓉璧,女,510623200803263298
root120,12345120,禹启,男,440500200705066452
root121,12345121,蒋纨晶,女,370125196610045171
root122,12345122,褚若,男,431223195304030567
root123,12345123,于丽,女,520113199108255364
root124,12345124,厉芝妍,女,522628196807289205
root125,12345125,苍芬美,女,341825199102152656
root126,12345126,东娴薇,女,350125195610279201
root127,12345127,阎彬,男,652923200603311565
root128,12345128,和荷,女,440308200606114797
root129,12345129,帅雅,女,152221200503099414
root130,12345130,诸洁瑾,女,36092220080205551X
root131,12345131,计露,女,611022199009232793
root132,12345132,滕菊翠,女,37068319890805031X
root133,12345133,冯龙松,男,440511195407294962
root134,12345134,连琛梁,男,321088199503281414
root135,12345135,钟荔,女,411325197701287378
root136,12345136,咸琳蓉,女,410803197107157667
root137,12345137,尹邦平,男,350128199602012598
root138,12345138,骆芳蕊,女,510107197506086553
root139,12345139,谷姣,女,511621199101049812
root140,12345140,万琰,女,370200195011181853
root141,12345141,干功,男,440233199007286939
root142,12345142,惠云,女,230108199511092323
root143,12345143,费薇,女,640221200205058846
root144,12345144,管健斌,男,130982200401316030
root145,12345145,夏策波,男,433123199601220572
root146,12345146,弘英,女,140223198308117241
root147,12345147,冉贞,女,522324200007256568
root148,12345148,陈晨,男,441422198303118217
root149,12345149,伍妍莉,女,640425198912022515
root150,12345150,涂义,男,522629197203118879
root151,12345151,巢明生,男,469023197109037780
root152,12345152,师福,男,500225195902040685
root153,12345153,文广亮,男,542428197605298717
root154,12345154,笪菊,女,340304199208136590
root155,12345155,许世,男,511623199409081168
root156,12345156,易鸣,男,230603198701212382
root157,12345157,符功光,男,451024197803145930
root158,12345158,翁安,男,220582200303254008
root159,12345159,彭绍杰,男,210905200112186302
root160,12345160,臧爱,女,230104198908296826
root161,12345161,於达,男,632324198005227339
root162,12345162,仰婵园,女,230702196708028721
root163,12345163,鄢霄,女,130603198407120432
root164,12345164,杭霄,女,34080219621222712X
root165,12345165,巴霄,女,530125197409187834
root166,12345166,须哲友,男,340222200509309662
root167,12345167,卞苑琼,女,652327198206052363
root168,12345168,欧美,女,140700197412186640
root169,12345169,封君,女,53062519880913037X
root170,12345170,吉富宏,男,37040519500602715X
root171,12345171,羊庆弘,男,34120419880627891X
root172,12345172,能宜,女,653000198904253132
root173,12345173,司宁,女,340403198308311493
root174,12345174,郝叶,女,320500195709174994
root175,12345175,崔锦真,女,610126199611067938
root176,12345176,喻心,男,320621196309307710
root177,12345177,云林光,男,51202219821130903X
root178,12345178,韦娟,女,141027195012100565
root179,12345179,羿浩,男,652800196309167161
root180,12345180,滑竹,女,371727200101077541
root181,12345181,阎健,男,411082196808268384
root182,12345182,寇清,男,421121196206226771
root183,12345183,阚进,男,370686195610033547
root184,12345184,汪琛彬,男,12011220060924457X
root185,12345185,巩斌炎,男,610926198407079746
root186,12345186,刁澜,女,542526200302264525
root187,12345187,吉亮,男,330300198901171245
root188,12345188,谢平,男,410704196312010943
root189,12345189,谭怡可,女,230223195104266067
root190,12345190,戚富,男,370502195601138889
root191,12345191,尤琼蕊,女,43010019851116806X
root192,12345192,宰姣,女,431124196111048221
root193,12345193,万燕璐,女,513436200008226168
root194,12345194,荣园,女,610629199910226974
root195,12345195,牧妍,女,450302198408195737
root196,12345196,彭友晨,男,320200198110288036
root197,12345197,百邦新,男,231025195507137801
root198,12345198,常利,男,210700198807044113
root199,12345199,干震,男,370703196005285286
root200,12345200,冷珊,女,150502198307298569
root201,12345201,虞勇义,男,131000200701070228
root202,12345202,咸良国,男,65020120010627147X
root203,12345203,哈宏,男,522222196204050078
root204,12345204,迟辰福,男,220221200609287807
root205,12345205,林弘,男,451323200509106097
root206,12345206,席春蓓,女,411282195909286035
root207,12345207,亓谦,男,440605197410107301
root208,12345208,侯淑丹,女,340302195410156770
root209,12345209,端仁,男,610329198008251621
root210,12345210,余安,男,330621198105141254
root211,12345211,云钧雄,男,371328195102025218
root212,12345212,缪仪可,女,430626195306049587
root213,12345213,门光,男,231000197002020925
root214,12345214,支宜亚,女,652922195403243430
root215,12345215,宿哲启,男,32070620070909636X
root216,12345216,连爽素,女,370725199006145316
root217,12345217,闾莉,女,360881197107061379
root218,12345218,计星以,男,620102196306023557
root219,12345219,章友思,男,654325198611214126
root220,12345220,段凡叶,女,510131195405032215
root221,12345221,相文东,男,222400195308034272
root222,12345222,薄珊亚,女,370881196103272467
root223,12345223,韦斌,男,211324195911240524
root224,12345224,伊琰,女,321300198904079611
root225,12345225,奚纨美,女,330682198703262403
root226,12345226,钟有,男,43020219630531597X
root227,12345227,高哲,男,51343519890731953X
root228,12345228,程泽,男,450322195112269719
root229,12345229,督静,女,150304198506132133
root230,12345230,宁叶,女,150124200211248272
root231,12345231,秋婕馥,女,331102197108044185
root232,12345232,巫泽建,男,653128200405274010
root233,12345233,袁河,男,542329199305305276
root234,12345234,从红姣,女,341221198810201583
root235,12345235,王坚敬,男,53062919881213510X
root236,12345236,纪聪枝,女,231000200405040992
root237,12345237,佟晶贞,女,450108195508085635
root238,12345238,孔琼,女,330727197407108977
root239,12345239,刁筠,女,230204200401235181
root240,12345240,宗巧,女,140123199812306905
root241,12345241,慕融,女,420504196707027425
root242,12345242,夏华欢,女,511129195606084555
root243,12345243,习芸,女,331024200611167905
root244,12345244,房有时,男,620422195004224553
root245,12345245,臧朗清,男,61062219690108112X
root246,12345246,谯伊澜,女,131122199510260334
root247,12345247,瞿梅,女,610621199106294086
root248,12345248,华以,男,330600200802260062
root249,12345249,翟凝,女,542227200402111972
root250,12345250,井旭昌,男,230521198310297793
root251,12345251,端娜丹,女,500237198301272682
root252,12345252,法卿琰,女,36040219661204093X
root253,12345253,阮月羽,女,222402198612238620
root254,12345254,孟瑾寒,女,130623200401038142
root255,12345255,孙振,男,350722199904185106
root256,12345256,习菁韵,女,330185196902247540
root257,12345257,充宁良,男,230205198506256460
root258,12345258,上固辉,男,141100200909129927
root259,12345259,尹丹云,女,43112720060329518X
root260,12345260,夏俊,男,510681195011173681
root261,12345261,詹宁茗,女,469007197106159977
root262,12345262,喻萍瑗,女,350104198006057006
root263,12345263,厉盛克,男,320831195603242718
root264,12345264,贡昌腾,男,340000199009155201
root265,12345265,滕超会,男,230202196306137610
root266,12345266,孙振,男,230300199510143256
root267,12345267,文妍柔,女,150900195507292300
root268,12345268,淳馥,女,140721200811151337
root269,12345269,马河,男,130921197706109975
root270,12345270,夏菲枫,女,341102197701193079
root271,12345271,司环,女,350629195105165521
root272,12345272,雷腾,男,411222197810088090
root273,12345273,生梁思,男,150902195807163423
root274,12345274,平先,男,130533199810101765
root275,12345275,华辉,男,371002199106278595
root276,12345276,解玲,女,110106197310075130
root277,12345277,史璐,女,410202199110091814
root278,12345278,任红晶,女,211121197903314983
root279,12345279,戎园,女,430281199205253352
root280,12345280,孙影丹,女,220421197205114869
root281,12345281,卜波鸣,男,141029196510044102
root282,12345282,松俊,男,611021196205214779
root283,12345283,蔡露,女,310110200104214167
root284,12345284,轩蓉颖,女,653201199408179190
root285,12345285,杜娜,女,65012119990106292X
root286,12345286,葛霄,女,441723197505016751
root287,12345287,米婉红,女,52032820081207551X
root288,12345288,欧可菊,女,140826196408117452
root289,12345289,窦云妹,女,621221198306293906
root290,12345290,於琰惠,女,510321200311264500
root291,12345291,党婉,女,652323195108073970
root292,12345292,诸弘,男,340824198807222173
root293,12345293,农磊厚,男,441802198606177480
root294,12345294,毛翠,女,130983195401018706
root295,12345295,昌艺霄,女,340221197904244343
root296,12345296,严盛浩,男,51050419570721448X
root297,12345297,年广,男,450821199905161280
root298,12345298,郜亚舒,女,210781199904159177
root299,12345299,魏林,男,330421198109090836
root300,12345300,黎影婷,女,450302195605198693
root301,12345301,伯行士,男,130721199009100180
root302,12345302,年承善,男,451400200909060594
root303,12345303,林元,男,321284195401191327
root304,12345304,益舒,女,430482196412061963
root305,12345305,麻民,男,222426198703318213
root306,12345306,窦泽,男,340824199709191427
root307,12345307,仰天福,男,530828195007277800
root308,12345308,离固河,男,130227200304200228
root309,12345309,邹冰,女,37088219890602813X
root310,12345310,谷裕钧,男,430725197703162047
root311,12345311,饶美璧,女,320721195303316879
root312,12345312,生宜,女,41142419551121600X
root313,12345313,郁航启,男,350000199911162205
root314,12345314,正昭,女,230714198405182283
root315,12345315,卜芳霞,女,445224197208225824
root316,12345316,边桂,女,220422195909103954
root317,12345317,涂瑗玲,女,469003199702184195
root318,12345318,井杰翰,男,370921195907295191
root319,12345319,贲寒珠,女,370686198206278562
root320,12345320,易广安,男,130731195911184141
root321,12345321,甫韵菲,女,32128319810405370X
root322,12345322,孟莲滢,女,659003199801099979
root323,12345323,暴言,男,330328200307110497
root324,12345324,应致平,男,630123199003071911
root325,12345325,胡豪,男,360000197912112333
root326,12345326,上安,男,522636195006213177
root327,12345327,门丹仪,女,310116196701255302
root328,12345328,龚华,女,330103199509203962
root329,12345329,加和浩,男,411121196810059365
root330,12345330,甄素菲,女,15062619880615876X
root331,12345331,马成松,男,430822196410245211
root332,12345332,宿才,男,421181199905293316
root333,12345333,狐红,女,230700198610164879
root334,12345334,杜纨,女,451422197304167886
root335,12345335,沙晨利,男,532501197001039662
root336,12345336,仲朗庆,男,350505196104228744
root337,12345337,高玉,女,110107198501294660
root338,12345338,金河群,男,61058219910318513X
root339,12345339,艾磊,男,610928196603159579
root340,12345340,曾媛,女,130981199906250071
root341,12345341,邹学,男,341282200803170494
root342,12345342,夏江,男,510304199305039938
root343,12345343,墨辉俊,男,652824199106138760
root344,12345344,江萍,女,321112196709254766
root345,12345345,严馨,女,410825198511154540
root346,12345346,喻震友,男,45012219520724963X
root347,12345347,松明,男,440116196912143836
root348,12345348,封国,男,220103197101065100
root349,12345349,水军,男,220702196104024955
root350,12345350,潘元,男,411524197405134574
root351,12345351,郏枝怡,女,513331200802290709
root352,12345352,离朋航,男,371626200402248445
root353,12345353,姚馨秋,女,441900200604233437
root354,12345354,曾晶,女,441426195005097595
root355,12345355,叔羽,女,441623199103084122
root356,12345356,居世龙,男,231000195805032728
root357,12345357,东琦雪,女,542129199702183961
root358,12345358,俟泽炎,男,610728200410271837
root359,12345359,琴英,女,610102199611227726
root360,12345360,东娣莲,女,350581196103154516
root361,12345361,水世发,男,411403198206155927
root362,12345362,施丹融,女,340604195110061971
root363,12345363,相莉,女,53032819550312163X
root364,12345364,里雁,女,230700198603023322
root365,12345365,蒋谦昌,男,131024197801098603
root366,12345366,靳岩雄,男,511129196012236456
root367,12345367,倪鸣,男,433127199407254045
root368,12345368,咸弘,男,451302198909096770
root369,12345369,仰丽芳,女,371481195812192931
root370,12345370,乌鸣泽,男,150929199305256062
root371,12345371,滕良,男,220203198711176342
root372,12345372,尤枫,女,530921200112290251
root373,12345373,杨壮,男,530321197602221235
root374,12345374,丘柔贞,女,211402199212171238
root375,12345375,怀谦诚,男,542132199108014557
root376,12345376,花荔玉,女,350583195509015282
root377,12345377,卫霭,女,621126199710296069
root378,12345378,连启士,男,210323198503225452
root379,12345379,梁君寒,女,421224200210144676
root380,12345380,归嘉,女,370102199802250179
root381,12345381,麻琬,女,140123200603230524
root382,12345382,亓媛,女,542400198203299897
root383,12345383,从中谦,男,450681196503026053
root384,12345384,李辰,男,640202195604172029
root385,12345385,仲亨,男,360727197006204250
root386,12345386,潘秀荔,女,522325196206197908
root387,12345387,俞荔,女,522224198106026762
root388,12345388,宗聪,女,520113197404222023
root389,12345389,谷祥,男,371326198404171799
root390,12345390,巴伟冠,男,370828197701055625
root391,12345391,叔澜,女,350627197104048514
root392,12345392,柴菲,女,542125200410177260
root393,12345393,伯昌,男,431281199002045992
root394,12345394,驷莺园,女,21072619820727690X
root395,12345395,林富若,男,230307200602075481
root396,12345396,正腾固,男,511922200806028999
root397,12345397,别馥,女,441521198809195403
root398,12345398,晏莲雁,女,522626199402036307
root399,12345399,屠莺,女,360732199607289819
root400,12345400,井蓓,女,530500198408062588
root401,12345401,通春宜,女,451223195307105548
root402,12345402,唐士建,男,150303198803237306
root403,12345403,西国翔,男,220521196406292662
root404,12345404,生香妍,女,222402195301279827
root405,12345405,支磊,男,130984195611306948
root406,12345406,董鸣厚,男,330225197601128859
root407,12345407,加媛,女,370902198708303990
root408,12345408,扈凡瑗,女,513222197508131428
root409,12345409,驷舒,女,120110195906274226
root410,12345410,却荣琼,女,210402198412113563
root411,12345411,钭梦,女,542429200005258472
root412,12345412,都新,男,220524197106195653
root413,12345413,帅仁,男,360981196707263928
root414,12345414,徒瑞璐,女,360121195705128891
root415,12345415,公茜馨,女,131100196106298806
root416,12345416,危爱,女,511600198202107157
root417,12345417,童刚,男,654022200106109397
root418,12345418,澹凤荣,女,320802196310136295
root419,12345419,施政,男,440304195908136909
root420,12345420,何刚先,男,653222197705043356
root421,12345421,劳玲露,女,410481200611285686
root422,12345422,戎华,女,130121199612130963
root423,12345423,蒲榕腾,男,410225198411123621
root424,12345424,符娣,女,330402200511121478
root425,12345425,索珠荔,女,511124200310251416
root426,12345426,孙思仁,男,210203196305224344
root427,12345427,满磊厚,男,520402197305315782
root428,12345428,郁弘若,男,150100197501306666
root429,12345429,卢辉裕,男,441303198710166780
root430,12345430,融天康,男,420583198403118752
root431,12345431,石若杰,男,140322198408226882
root432,12345432,淳萍,女,230800195202278879
root433,12345433,颜艳春,女,340881198306155686
root434,12345434,曹梅,女,510403200508260629
root435,12345435,皮龙,男,14072519511002349X
root436,12345436,西影玉,女,350429195510235692
root437,12345437,宰琳柔,女,610581195108031602
root438,12345438,顾宏广,男,451027198511199578
root439,12345439,帅有行,男,450300195305156341
root440,12345440,尉荣,女,230184198404179337
root441,12345441,麻兴泰,男,500233197710062272
root442,12345442,茅艳红,女,120114197601295266
root443,12345443,沃鹏,男,623001196511267236
root444,12345444,祁钧,男,510106198907181613
root445,12345445,侯育艳,女,140921196807119627
root446,12345446,冯行,男,513428198911263344
root447,12345447,哈园,女,51152619720426159X
root448,12345448,束希英,女,410425197506086786
root449,12345449,晋山,男,150825197508161012
root450,12345450,百滢萍,女,632800199609143663
root451,12345451,钭思,男,420902198407199215
root452,12345452,方林,男,450881200009151270
root453,12345453,岑怡婵,女,431126195409300483
root454,12345454,鱼美,女,350200195106014034
root455,12345455,公龙,男,341125200305037452
root456,12345456,车明,男,230305195508219710
root457,12345457,曹以坚,男,430721196412022722
root458,12345458,卫盛行,男,421224196311166998
root459,12345459,季广,男,610821196202270575
root460,12345460,荀眉凡,女,510725198811079333
root461,12345461,于慧,女,371081200005103850
root462,12345462,堵利,男,360425196407114535
root463,12345463,纪坚,男,130926195806306469
root464,12345464,于竹,女,371421199912121761
root465,12345465,宇之风,男,410404197707231992
root466,12345466,戴子,男,451425199012199630
root467,12345467,养宏,男,620826195112264891
root468,12345468,禄永,男,460000198302229778
root469,12345469,习佳,女,513231197412255641
root470,12345470,东纨,女,640303199004190688
root471,12345471,邓乐,男,640221200101063878
root472,12345472,师莲岚,女,411025200207283193
root473,12345473,田腾杰,男,652123196508092955
root474,12345474,束有风,男,445202198105182266
root475,12345475,申红丹,女,410922199202114693
root476,12345476,隗策,男,350300199512184278
root477,12345477,燕栋,男,41022219841205055X
root478,12345478,怀爱,女,532930198308315471
root479,12345479,赫菊瑞,女,429004196005236354
root480,12345480,丘顺,男,621122197611275591
root481,12345481,伯韵眉,女,431230198904272559
root482,12345482,西厚松,男,37110220010427994X
root483,12345483,逄璧,女,610114199306131483
root484,12345484,步筠蕊,女,42060019640722390X
root485,12345485,颜建飞,男,610302195004054205
root486,12345486,亢腾,男,320104200703209321
root487,12345487,谈翰,男,542623199206175515
root488,12345488,郁先,男,370181200308304638
root489,12345489,查兴安,男,371728198307108346
root490,12345490,印素瑶,女,542338196107065390
root491,12345491,浦霞,女,341182198608262005
root492,12345492,骆泰,男,370724198107236232
root493,12345493,子霄澜,女,350881199002205513
root494,12345494,倪艺环,女,422801200602079710
root495,12345495,扈凤丹,女,211322199705091412
root496,12345496,宰辉,男,41018219670617033X
root497,12345497,盛奇维,男,530381195304220717
root498,12345498,水滢,女,420922197601053317
root499,12345499,屈昌,男,440800195008080374
root500,12345500,巢致,男,341321197203186730
root501,12345501,强滢荔,女,610722195807109019
root502,12345502,幸咏,女,532323195002081019
root503,12345503,富翔,男,632100198511299421
root504,12345504,简叶韵,女,13012119580501483X
root505,12345505,滑茜,女,330727197312130522
root506,12345506,郗维伦,男,350303197803143273
root507,12345507,池德风,男,530103197906058576
root508,12345508,殳筠锦,女,210502200412137552
root509,12345509,鞠坚,男,220302199809157207
root510,12345510,丘莺亚,女,441200195110245110
root511,12345511,仲星飞,男,150522199708199684
root512,12345512,燕行宏,男,310112197402113231
root513,12345513,丁雁,女,520400200811219170
root514,12345514,刘行裕,男,341525199912226980
root515,12345515,蓬荷琦,女,371424200911019380
root516,12345516,利雪,女,321112195307251605
root517,12345517,云蓓芝,女,140624195312112915
root518,12345518,贺春,女,511523196803230521
root519,12345519,蔚亚,女,513229195312265884
root520,12345520,卞柔,女,64038119760111865X
root521,12345521,樊国若,男,230110200207310469
root522,12345522,党雁妍,女,431022196108278343
root523,12345523,左凤,女,130930196111263289
root524,12345524,滑翠,女,360828200301018238
root525,12345525,夏永富,男,350626196004010091
root526,12345526,子克,男,632122198608042663
root527,12345527,隗辉,男,510400199908196625
root528,12345528,郝友,男,522725197405235862
root529,12345529,彭福,男,620725199711245621
root530,12345530,敖坚,男,410223199903145140
root531,12345531,都聪园,女,411328200501144640
root532,12345532,饶莉,女,310118200601237379
root533,12345533,酆致,男,141126195907042043
root534,12345534,咸松,男,210123196405020509
root535,12345535,微荔莲,女,350121198110295318
root536,12345536,钦航,男,650204195111046280
root537,12345537,尚桂娅,女,440305195309172883
root538,12345538,叶仁,男,610328195008189506
root539,12345539,柴奇,男,130430196905047660
root540,12345540,郭强会,男,411081196911303292
root541,12345541,林媛,女,141027198601215006
root542,12345542,董朗,男,220421198102250766
root543,12345543,司磊山,男,341424200401077753
root544,12345544,巢韵美,女,341300195512130000
root545,12345545,秦影勤,女,510725200606160853
root546,12345546,钮雅,女,350128196602133310
root547,12345547,关志豪,男,420529198010314201
root548,12345548,加艳欢,女,411082195605061303
root549,12345549,淳俊,男,510500195102144997
root550,12345550,窦致之,男,511025198104066659
root551,12345551,龚超家,男,360602199004133272
root552,12345552,古力鸣,男,654027200802138206
root553,12345553,连鸣,男,510681196412264765
root554,12345554,甫翠,女,361030195210090918
root555,12345555,廉健,男,210900199109251161
root556,12345556,木茗,女,43072420070326472X
root557,12345557,殷美月,女,330421195308219459
root558,12345558,左龙心,男,420602196708129872
root559,12345559,管国,男,441900197901022308
root560,12345560,莘发,男,63262519850627825X
root561,12345561,詹真秋,女,410503195503084193
root562,12345562,农祥,男,610427198311100554
root563,12345563,阳航,男,810000199402014141
root564,12345564,窦永启,男,610729200810267956
root565,12345565,冉泰,男,451026199505212025
root566,12345566,党才,男,220700197203087152
root567,12345567,左馨,女,350429199401073039
root568,12345568,强凡咏,女,460105198810154829
root569,12345569,沙霄,女,500117198408165296
root570,12345570,宫莺,女,350681195208050861
root571,12345571,詹婉,女,640105197209305912
root572,12345572,公言,男,640181196407074686
root573,12345573,栾岩,男,230203200304157146
root574,12345574,寇友鸣,男,430702199505256258
root575,12345575,倪敬钧,男,421127196008115577
root576,12345576,隆海敬,男,431003200011270265
root577,12345577,正岩,男,520402199509244006
root578,12345578,郁璐荔,女,140925195412153303
root579,12345579,沃清,男,150123195306120087
root580,12345580,谷昌,男,450722199307136908
root581,12345581,季良,男,210402195402249068
root582,12345582,简云,女,410800196701294046
root583,12345583,应钧,男,152900197706033708
root584,12345584,汝诚,男,440104197308119935
root585,12345585,龙丹露,女,371312197908272144
root586,12345586,项有,男,130128198004290154
root587,12345587,宇月,女,610724197805044591
root588,12345588,于龙清,男,321081198405263969
root589,12345589,敖进,男,520114200712186854
root590,12345590,迟彩,女,13050019841203717X
root591,12345591,钦有腾,男,130925197306212573
root592,12345592,汪天宁,男,53262219871102044X
root593,12345593,蒋承,男,130725197212063174
root594,12345594,里枫姬,女,152200198201039553
root595,12345595,叔浩,男,320104200008172790
root596,12345596,邵广,男,230714200609279319
root597,12345597,贺思,男,421024198310202334
root598,12345598,夏蕊,女,210200197312207599
root599,12345599,龚佳娥,女,130804198402017687
root600,12345600,廖滢,女,632523200012268934
root601,12345601,笪波,男,411326200601296446
root602,12345602,庄馥萍,女,130204195505157184
root603,12345603,双健,男,140902198010232235
root604,12345604,党庆坚,男,430603200203288824
root605,12345605,闵荷思,女,33090219500529605X
root606,12345606,解邦,男,370303199704071748
root607,12345607,危伟俊,男,45072119530221137X
root608,12345608,羊学,男,150724199108131276
root609,12345609,吴发,男,321112196804174289
root610,12345610,司山先,男,360902195606272139
root611,12345611,郁振,男,340604196803300175
root612,12345612,裴乐启,男,440106196112053194
root613,12345613,边生,男,450702195301056997
root614,12345614,茅欢,女,35032219630929592X
root615,12345615,贺育聪,女,500104199212025833
root616,12345616,谢亚,女,371723199907121096
root617,12345617,宫枫,女,620982199502214173
root618,12345618,匡楠,男,530723195810268105
root619,12345619,咎娅,女,513232199701051763
root620,12345620,养枝珊,女,310230196105138559
root621,12345621,包盛,男,411729196901273280
root622,12345622,牟园雪,女,500234199909016770
root623,12345623,牧广伦,男,511923198011135009
root624,12345624,凤爽,女,330282199306203680
root625,12345625,卞楠,男,411326197507171554
root626,12345626,施莲,女,53092119850213721X
root627,12345627,姜怡亚,女,140981197511121227
root628,12345628,钮强固,男,652927196405015972
root629,12345629,弓邦若,男,450924197105140911
root630,12345630,曾叶,女,450102197210159436
root631,12345631,滕家飞,男,53052220020630046X
root632,12345632,毛冰毓,女,522228195210150458
root633,12345633,乐达顺,男,419001195603237239
root634,12345634,沃庆,男,371622199410097770
root635,12345635,邱光,男,360823197707244298
root636,12345636,郁仪璐,女,321282195508065993
root637,12345637,滕广,男,511725196612285785
root638,12345638,牟纯,女,350923199112182238
root639,12345639,应菲,女,110104197407154350
root640,12345640,平红凡,女,632223197702016696
root641,12345641,山咏,女,654023199907170535
root642,12345642,盖瑞瑶,女,441523196004309083
root643,12345643,嵇欢,女,150402198602057404
root644,12345644,龙希聪,女,220500198606028097
root645,12345645,赫姣珍,女,33112219620712160X
root646,12345646,孙龙,男,621100200205040806
root647,12345647,俞云,女,350105197803259884
root648,12345648,卓策,男,411728197108290462
root649,12345649,钟强,男,431225198205065760
root650,12345650,蔡绍,男,46900719780920667X
root651,12345651,公厚时,男,522622198807150730
root652,12345652,东轮思,男,140729200604274212
root653,12345653,闻杰良,男,511921199409027886
root654,12345654,臧贵毅,男,140702196506221011
root655,12345655,寿芝,女,410327196912100080
root656,12345656,卞星岩,男,140581197311196054
root657,12345657,濮伯武,男,420202195306260062
root658,12345658,龚纯卿,女,450421197509032830
